0,41.86756,-87.647059,1302451197.0
1,41.86716,-87.650201,1302451247.0
2,41.869442,-87.651198,1302451286.0
3,41.86943,-87.65447,1302451325.0
4,41.869376,-87.65766,1302451355.0
5,41.869352,-87.660839,1302451382.0
6,41.869308,-87.663864,1302451431.0
7,41.869261,-87.667218,1302451470.0
8,41.869235,-87.670461,1302451506.0
9,41.869236,-87.67358,1302451552.0
10,41.869144,-87.67668,1302451583.0
11,41.869105,-87.679903,1302451608.0
12,41.869042,-87.683014,1302451654.0
13,41.869037,-87.686036,1302451700.0
14,41.871404,-87.686138,1302451728.0
15,41.873821,-87.686217,1302451762.0
16,41.873937,-87.682888,1302451801.0
17,41.873982,-87.679821,1302451834.0
18,41.873996,-87.67661,1302451865.0
19,41.871719,-87.676306,1302451895.0
20,41.871471,-87.673084,1302451941.0
21,41.871529,-87.67002,1302451979.0
22,41.869422,-87.668898,1302452020.0
23,41.869182,-87.665625,1302452077.0
24,41.869214,-87.662386,1302452118.0
25,41.869274,-87.659221,1302452146.0
