0,41.86939,-87.670732,1303482751.0
1,41.867064,-87.671335,1303482826.0
2,41.866819,-87.668264,1303482859.0
3,41.868582,-87.666296,1303482893.0
4,41.870864,-87.666468,1303482926.0
5,41.8733,-87.66651,1303482975.0
6,41.874106,-87.663455,1303483017.0
7,41.874162,-87.660421,1303483041.0
8,41.874256,-87.657227,1303483068.0
9,41.874388,-87.654137,1303483093.0
10,41.874452,-87.650947,1303483120.0
11,41.874405,-87.647768,1303483151.0
12,41.87206,-87.646882,1303483225.0
13,41.869775,-87.647366,1303483256.0
