0,41.867391,-87.64702,1303944508.0
1,41.86718,-87.650066,1303944571.0
2,41.867122,-87.653375,1303944620.0
3,41.867087,-87.656413,1303944652.0
4,41.867042,-87.659517,1303944692.0
5,41.866987,-87.662597,1303944745.0
6,41.866937,-87.665714,1303944769.0
7,41.866985,-87.668818,1303944840.0
8,41.869263,-87.669264,1303944882.0
9,41.869249,-87.672566,1303944923.0
10,41.87142,-87.673717,1303944985.0
11,41.871537,-87.670637,1303945036.0
12,41.869548,-87.668971,1303945103.0
13,41.867191,-87.668923,1303945148.0
