0,41.867258,-87.646925,1304004041.0
1,41.86493,-87.646842,1304004097.0
2,41.86256,-87.646736,1304004131.0
3,41.862274,-87.649961,1304004165.0
4,41.864538,-87.650954,1304004207.0
5,41.866849,-87.651019,1304004230.0
6,41.867102,-87.654126,1304004278.0
7,41.868523,-87.656707,1304004373.0
8,41.870979,-87.656755,1304004391.0
9,41.873351,-87.656682,1304004417.0
10,41.874213,-87.653573,1304004454.0
11,41.874272,-87.650282,1304004494.0
12,41.874143,-87.647229,1304004516.0
13,41.871779,-87.647098,1304004540.0
