0,41.874254,-87.666326,1304018032.0
1,41.873263,-87.669092,1304018103.0
2,41.870849,-87.668859,1304018143.0
3,41.869199,-87.670971,1304018184.0
4,41.869169,-87.674076,1304018244.0
5,41.870866,-87.676232,1304018296.0
6,41.871467,-87.673326,1304018381.0
7,41.871556,-87.670122,1304018412.0
8,41.87376,-87.669061,1304018458.0
9,41.874192,-87.666043,1304018513.0
10,41.87416,-87.662932,1304018533.0
11,41.874208,-87.659708,1304018576.0
12,41.874238,-87.656656,1304018614.0
13,41.874303,-87.653605,1304018635.0
