0,41.866779,-87.667446,1302126780.0
1,41.866845,-87.6644,1302126817.0
2,41.866905,-87.66115,1302126850.0
3,41.866961,-87.658022,1302126870.0
4,41.867009,-87.654762,1302126906.0
5,41.867105,-87.651603,1302126943.0
6,41.869402,-87.651016,1302127006.0
7,41.869525,-87.647824,1302127057.0
8,41.867274,-87.647067,1302127143.0
9,41.867194,-87.650329,1302127198.0
10,41.86716,-87.653641,1302127248.0
11,41.86712,-87.656662,1302127298.0
12,41.867059,-87.659702,1302127319.0
13,41.867025,-87.662795,1302127352.0
14,41.866969,-87.66596,1302127390.0
15,41.867516,-87.668962,1302127423.0
16,41.86928,-87.670925,1302127490.0
17,41.87015,-87.673778,1302127537.0
