0,41.864229,-87.646794,1302006767.0
1,41.866527,-87.646995,1302006851.0
2,41.869033,-87.646984,1302006873.0
3,41.871453,-87.646985,1302006893.0
4,41.873771,-87.647137,1302006933.0
5,41.874466,-87.650021,1302006986.0
6,41.874456,-87.653252,1302007031.0
7,41.874421,-87.656298,1302007054.0
8,41.87437,-87.659423,1302007106.0
9,41.874286,-87.66252,1302007144.0
10,41.874312,-87.665549,1302007164.0
11,41.874295,-87.668729,1302007197.0
12,41.871997,-87.669134,1302007275.0
13,41.86963,-87.669055,1302007311.0
