0,41.869033,-87.685681,1302468233.0
1,41.871451,-87.686119,1302468314.0
2,41.873777,-87.686018,1302468358.0
3,41.87389,-87.682883,1302468381.0
4,41.874041,-87.679646,1302468410.0
5,41.873902,-87.676489,1302468435.0
6,41.871599,-87.676277,1302468489.0
7,41.871515,-87.673086,1302468523.0
8,41.871621,-87.669864,1302468569.0
9,41.869347,-87.66909,1302468607.0
10,41.869296,-87.665781,1302468660.0
11,41.869354,-87.662511,1302468733.0
12,41.869424,-87.659258,1302468767.0
13,41.870736,-87.656735,1302468822.0
14,41.873189,-87.656735,1302468852.0
15,41.874287,-87.654051,1302468887.0
16,41.874336,-87.650927,1302468911.0
17,41.874354,-87.647796,1302468956.0
