0,41.869061,-87.683619,1303431116.0
1,41.870435,-87.686159,1303431178.0
2,41.872693,-87.68622,1303431194.0
3,41.873869,-87.68353,1303431224.0
4,41.873964,-87.680255,1303431249.0
5,41.873979,-87.677024,1303431267.0
6,41.871644,-87.676371,1303431339.0
7,41.871405,-87.67337,1303431394.0
8,41.87136,-87.670244,1303431457.0
9,41.869266,-87.669049,1303431508.0
10,41.866905,-87.669271,1303431597.0
11,41.866743,-87.666056,1303431625.0
12,41.866768,-87.663023,1303431643.0
13,41.866736,-87.659772,1303431661.0
14,41.866825,-87.656438,1303431681.0
15,41.866907,-87.653224,1303431704.0
16,41.868671,-87.651005,1303431762.0
