0,41.868958,-87.670301,1303248022.0
1,41.871067,-87.671571,1303248096.0
2,41.871586,-87.668496,1303248144.0
3,41.873607,-87.666687,1303248204.0
4,41.874016,-87.66363,1303248233.0
5,41.874116,-87.660499,1303248253.0
6,41.874163,-87.657455,1303248272.0
7,41.874201,-87.654397,1303248301.0
8,41.874315,-87.651308,1303248326.0
9,41.874365,-87.648032,1303248353.0
10,41.872138,-87.647179,1303248438.0
11,41.869755,-87.646975,1303248482.0
12,41.869668,-87.643897,1303248542.0
13,41.871594,-87.642329,1303248608.0
14,41.873972,-87.642425,1303248643.0
15,41.876241,-87.642527,1303248668.0
