0,41.867003,-87.661348,1303513425.0
1,41.866959,-87.664612,1303513451.0
2,41.866957,-87.667879,1303513483.0
3,41.86913,-87.668959,1303513532.0
4,41.869297,-87.672087,1303513579.0
5,41.869216,-87.675241,1303513607.0
6,41.869143,-87.678463,1303513661.0
7,41.869134,-87.681617,1303513703.0
8,41.869066,-87.684657,1303513750.0
9,41.871063,-87.686058,1303513789.0
10,41.873361,-87.686125,1303513807.0
11,41.873934,-87.683141,1303513842.0
12,41.873983,-87.679919,1303513871.0
13,41.873973,-87.676663,1303513898.0
