0,41.863839,-87.650371,1302978807.0
1,41.866162,-87.651024,1302978939.0
2,41.866974,-87.653837,1302978995.0
3,41.866947,-87.656987,1302979018.0
4,41.866966,-87.660165,1302979042.0
5,41.866894,-87.663278,1302979064.0
6,41.866936,-87.666337,1302979121.0
7,41.86694,-87.669607,1302979149.0
8,41.866892,-87.672831,1302979180.0
9,41.866844,-87.675856,1302979202.0
10,41.866806,-87.678936,1302979224.0
11,41.866594,-87.68221,1302979246.0
12,41.866601,-87.685447,1302979277.0
13,41.868936,-87.686029,1302979388.0
14,41.871308,-87.686098,1302979417.0
15,41.873615,-87.686139,1302979443.0
16,41.875881,-87.686106,1302979473.0
