0,41.869574,-87.650989,1302265644.0
1,41.869521,-87.654011,1302265687.0
2,41.86948,-87.657074,1302265720.0
3,41.869434,-87.660363,1302265745.0
4,41.869394,-87.663491,1302265771.0
5,41.869372,-87.666579,1302265811.0
6,41.869307,-87.669662,1302265856.0
7,41.867444,-87.671385,1302265926.0
8,41.866819,-87.668465,1302265960.0
9,41.868486,-87.666366,1302266005.0
10,41.870929,-87.666413,1302266035.0
11,41.873244,-87.666496,1302266081.0
12,41.874104,-87.663659,1302266119.0
13,41.874125,-87.660375,1302266168.0
14,41.874174,-87.657319,1302266188.0
15,41.874248,-87.654053,1302266210.0
16,41.874322,-87.650788,1302266234.0
17,41.874298,-87.647507,1302266289.0
