0,41.874196,-87.666946,1302301437.0
1,41.874256,-87.663887,1302301464.0
2,41.874301,-87.660566,1302301484.0
3,41.874308,-87.657266,1302301504.0
4,41.874329,-87.654154,1302301522.0
5,41.874408,-87.650978,1302301540.0
6,41.874341,-87.647777,1302301585.0
7,41.871958,-87.64716,1302301643.0
8,41.869567,-87.646844,1302301699.0
9,41.869686,-87.643717,1302301742.0
10,41.871846,-87.642343,1302301805.0
11,41.874273,-87.642442,1302301868.0
12,41.876636,-87.642515,1302301895.0
13,41.878943,-87.64261,1302301958.0
