0,41.86947,-87.656644,1301767467.0
1,41.869407,-87.65967,1301767503.0
2,41.869367,-87.662965,1301767541.0
3,41.869329,-87.666222,1301767617.0
4,41.86927,-87.669484,1301767654.0
5,41.869214,-87.672514,1301767687.0
6,41.869191,-87.675567,1301767718.0
7,41.869119,-87.678599,1301767740.0
8,41.869073,-87.681749,1301767780.0
9,41.869034,-87.684804,1301767829.0
10,41.871194,-87.686105,1301767897.0
11,41.873448,-87.686207,1301767921.0
12,41.873893,-87.683132,1301767998.0
13,41.873923,-87.6801,1301768029.0
14,41.873971,-87.677066,1301768052.0
